file,query,image_url,source_page,title
misc_010.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/16355474/original_058a322b941a3753f207940946340be1.png?1651809145?bc=0,https://are.na/block/16355474,risograph / studios: theretherenow.
misc_011.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/50089444/original_10e7c9cb9706d98531cc674dc0bf7682.png?1788447552?bc=0,https://are.na/block/50089444,Risograph: The Soapbox: Community Print Shop &amp; Zine Library
misc_012.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/50089328/original_71003b8a3c21f16e7cc42976799f347e.png?1788447337?bc=0,https://are.na/block/50089328,Risograph: lucky risograph
misc_013.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/34019123/original_12b082b2d5f261f5a174c1aae8726705.png?1737957216?bc=0,https://are.na/block/34019123,Risograph: Risograph Printing
misc_014.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/34019116/original_1468c87b01105727dbf0104867305da3.png?1737957164?bc=0,https://are.na/block/34019116,Risograph: Riso Team - PSUGD
misc_015.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/38095322/original_3d1271962f50b46fef7cdd6cd27bed82.jpg?1752497689?bc=0,https://are.na/block/38095322,Studio Craft - Printmaking - Risograph: Instagram
misc_016.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/21285003/original_4188a6de92eb578fd48cfdca6bee2316.jpg?1680853408?bc=0,https://are.na/block/21285003,Studio Craft - Printmaking - Risograph: plaine-3.jpg
misc_017.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/22430473/original_f8fdc44ae568e136f873e4d8fe4cf893.png?1687878646?bc=0,https://are.na/block/22430473,Studio Craft - Printmaking - Risograph: image.png
misc_018.jpg,risograph,https://d2w9rnfcy7mm78.cloudfront.net/21817081/original_215f0743105c332bb05709eb6f041d53.jpg?1684001653?bc=0,https://are.na/block/21817081,Studio Craft - Printmaking - Risograph: 30.jpeg
misc_019.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/49565248/original_0c1100722dea7c19f4dd3d80b527491c.jpeg?1786896377?bc=0,https://are.na/block/49565248,Collage Infinito: tumblr_a1d192ba42be0b9375ef3251c0a84604_f6f60043_1280
misc_020.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/45935293/original_2ea5aa36e38663dc94c39ef19372763e.jpeg?1778202937?bc=0,https://are.na/block/45935293,Collage Infinito: Essence
misc_021.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/44137168/original_da770c1661adde9549dcbcab52e9d04d.jpg?1772638949?bc=0,https://are.na/block/44137168,Collage Infinito: Pin on Tupac 🫠✨
misc_022.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/49509636/original_43707144873147b2be724878c800d07d.jpeg?1786727568?bc=0,https://are.na/block/49509636,Collage Infinito: Instagram
misc_023.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/2536925/original_f04517be8da4ec2c6a5bd38ecf4346b6.jpg?1533843470?bc=1,https://are.na/block/2536925,"& {moodboard,collage,multiframe}: de5c2e394ef8702e4f928cd50596380c.jpg"
misc_024.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/46727645/original_2cd899a2e6182094a52945506825f956.jpeg?1780516080?bc=0,https://are.na/block/46727645,"& {moodboard,collage,multiframe}: Home / X"
misc_025.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/47646080/original_272a03821e301c6eeb10ac12cf3f23f6.jpeg?1783385668?bc=0,https://are.na/block/47646080,"& {moodboard,collage,multiframe}: ZARA HOME - C8FXcTGNEFS"
misc_026.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/24781267/original_162d3ab6ffb33ee9a32995233e818804.jpg?1700248371?bc=0,https://are.na/block/24781267,"& {moodboard,collage,multiframe}: The Atlantic Magazine (October, 2020) Making America Again"
misc_027.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/50342004/original_29f4535dee5fe4ff4d9b79e82b46493f.gif?1789144843?bc=0,https://are.na/block/50342004,Collage: Feed | LinkedIn
misc_028.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/49835136/original_cbdf4e82f384848ed81b71e555232268.png?1787689966?bc=0,https://are.na/block/49835136,Collage: Unsigned
misc_029.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/49692578/original_70f0e3033e5bca06e9913d5a35dfc533?1787259214?bc=0,https://are.na/block/49692578,Collage: Sam Wenc’s handmade album covers for independent music prove
misc_030.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/49684492/original_1cf9e50f807b092b61e9e7925c70d853.jpeg?1787241223?bc=0,https://are.na/block/49684492,Collage: (3) Instagram
misc_031.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/43285999/original_5f851abd78c03d39da06b4675f6bd51e.jpg?1770162268?bc=0,https://are.na/block/43285999,collage tools: A history of caricature and grotesque in literature and art 
misc_032.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/43285390/original_d357960b1371ae30203ed0b32670ba64.jpg?1770161421?bc=0,https://are.na/block/43285390,"collage tools: Ars moriendi : Free Download, Borrow, and Streaming : Intern"
misc_033.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/43284535/original_9cc02792957e258d3a4db4b274f5925c.jpg?1770159756?bc=0,https://are.na/block/43284535,collage tools: Illustrated catalogue. : Franklin Jewelry Company. : Free Do
misc_034.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/24111498/original_b766a9a79ee87e37462b550fa5819cfd.jpg?1697053412?bc=0,https://are.na/block/24111498,Collage — STUDY: 335997194_1171681680167319_8097760082203896041_n.jpg
misc_035.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/11383422/original_465e866abf0c5ac8337dd3c8416f3611.jpg?1617108946?bc=0,https://are.na/block/11383422,Collage — STUDY: zhaodaiapril
misc_036.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/2482891/original_7c2bd4987fb6ba62b9f54f9cfe670a2a.jpg?1532704034?bc=1,https://are.na/block/2482891,Collage — STUDY: tm01-1-.jpg?format=2500w
misc_037.jpg,collage,https://d2w9rnfcy7mm78.cloudfront.net/10744110/original_698578030a3ce8c47b4327fa7a2db10d.jpg?1613279338?bc=0,https://are.na/block/10744110,Collage — STUDY: 148476539_3638577506231816_2751425928136260937_n.jpg?_nc_ht=
misc_038.jpg,brutalist design,https://d2w9rnfcy7mm78.cloudfront.net/19292672/original_a3dd8e3655c059de329c86c22a74f172.png?1670274721?bc=0,https://are.na/block/19292672,brutalist websites that still exist: Dead Bookstore
misc_039.jpg,brutalist design,https://d2w9rnfcy7mm78.cloudfront.net/19292669/original_cbe19f0c3bfc3d5ea39763a66a345cff.png?1670274730?bc=0,https://are.na/block/19292669,brutalist websites that still exist: Christophhauf
